employee_id,name,store_id,role,shift,orders_handled,primary_metric,average_value,performance_score
emp_01696,Mia Thomas,store_016,stager,midday,3,minutes_per_order,7.0,76.67
emp_03870,Olivia Harris,store_045,dispenser,morning,9,minutes_per_order,7.0,76.67
emp_04839,Zoe Walker,store_050,dispenser,morning,9,minutes_per_order,7.0,76.67
emp_02045,Daniel Shah,store_030,dispenser,midday,20,minutes_per_order,7.0,76.67
emp_00735,Liam Martinez,store_015,stager,evening,6,minutes_per_order,7.0,76.67
emp_00630,Taylor Carter,store_043,stager,midday,9,minutes_per_order,7.0,76.67
emp_02506,Grace Anderson,store_028,dispenser,morning,11,minutes_per_order,7.0,76.67
emp_04002,Alex Carter,store_038,dispenser,evening,13,minutes_per_order,7.0,76.67
emp_00115,Elena Martinez,store_001,stager,midday,8,minutes_per_order,7.0,76.67
emp_00324,Bianca Robinson,store_046,stager,midday,9,minutes_per_order,7.0,76.67
emp_04178,Sam Nguyen,store_005,dispenser,evening,7,minutes_per_order,7.0,76.67
emp_02012,Priya Patel,store_044,stager,midday,10,minutes_per_order,7.0,76.67
emp_00049,Ravi Lee,store_028,dispenser,evening,14,minutes_per_order,7.0,76.67
emp_02518,Bianca Patel,store_024,dispenser,midday,12,minutes_per_order,7.0,76.67
emp_03728,Aarav Gupta,store_008,stager,evening,14,minutes_per_order,7.0,76.67
emp_00924,Anika Thomas,store_022,dispenser,midday,5,minutes_per_order,7.0,76.67
emp_00442,Jordan Chen,store_045,dispenser,midday,4,minutes_per_order,7.0,76.67
emp_04880,Jordan Diaz,store_022,dispenser,evening,9,minutes_per_order,7.0,76.67
emp_03384,Zoe Brown,store_001,stager,evening,11,minutes_per_order,7.0,76.67
emp_00036,Olivia Walker,store_022,dispenser,evening,5,minutes_per_order,7.0,76.67
emp_03580,Fatima Baker,store_030,stager,midday,10,minutes_per_order,7.0,76.67
emp_01385,Daniel Brown,store_037,dispenser,evening,9,minutes_per_order,7.0,76.67
emp_04379,Andre Singh,store_024,dispenser,midday,7,minutes_per_order,7.0,76.67
emp_02039,Isaiah Anderson,store_003,stager,midday,2,minutes_per_order,7.0,76.67
emp_03899,Olivia Young,store_040,stager,midday,3,minutes_per_order,7.0,76.67
emp_01090,Aisha Lopez,store_008,dispenser,midday,12,minutes_per_order,7.0,76.67
emp_02037,Ethan Thomas,store_016,stager,midday,4,minutes_per_order,7.0,76.67
emp_02076,Maya Singh,store_015,dispenser,midday,11,minutes_per_order,7.0,76.67
emp_03885,Layla Smith,store_046,stager,midday,7,minutes_per_order,7.0,76.67
emp_02336,Daniel Jones,store_049,dispenser,evening,7,minutes_per_order,7.0,76.67
emp_02513,Carlos Anderson,store_041,stager,midday,5,minutes_per_order,7.0,76.67
emp_04834,Aisha Williams,store_002,dispenser,midday,4,minutes_per_order,7.0,76.67
emp_03930,Noah Kim,store_041,stager,evening,3,minutes_per_order,7.0,76.67
emp_02266,Mia Garcia,store_027,dispenser,morning,23,minutes_per_order,7.04,76.53
emp_00859,Ravi Smith,store_021,dispenser,evening,17,minutes_per_order,7.06,76.47
emp_00707,Alex Young,store_027,dispenser,evening,18,minutes_per_order,7.06,76.47
emp_00332,Noah Garcia,store_020,stager,morning,18,minutes_per_order,7.06,76.47
emp_02775,Elena Davis,store_026,dispenser,morning,15,minutes_per_order,7.07,76.43
emp_04630,Andre Chen,store_020,stager,evening,15,minutes_per_order,7.07,76.43
emp_00326,Sarah Thomas,store_027,stager,evening,15,minutes_per_order,7.07,76.43
emp_03126,Noah Nguyen,store_001,stager,midday,14,minutes_per_order,7.07,76.43
emp_01040,Ethan Carter,store_005,stager,midday,14,minutes_per_order,7.07,76.43
emp_02472,Kai Davis,store_024,stager,midday,14,minutes_per_order,7.07,76.43
emp_00330,Sofia Brooks,store_014,stager,evening,12,minutes_per_order,7.08,76.4
emp_03565,Anika Shah,store_006,dispenser,evening,12,minutes_per_order,7.08,76.4
emp_03080,Isaiah Anderson,store_036,stager,morning,12,minutes_per_order,7.08,76.4
emp_02575,Priya Thomas,store_034,dispenser,evening,12,minutes_per_order,7.08,76.4
emp_00581,Deja Harris,store_012,dispenser,evening,13,minutes_per_order,7.08,76.4
emp_03674,Aisha Diaz,store_028,dispenser,evening,12,minutes_per_order,7.08,76.4
emp_03001,Priya Chen,store_039,stager,morning,12,minutes_per_order,7.08,76.4
emp_03371,Daniel Shah,store_023,stager,evening,23,minutes_per_order,7.09,76.37
emp_03336,Aarav Wilson,store_002,dispenser,midday,11,minutes_per_order,7.09,76.37
emp_04500,Ravi Patel,store_031,dispenser,evening,11,minutes_per_order,7.09,76.37
emp_00132,Sofia Wilson,store_025,dispenser,evening,11,minutes_per_order,7.09,76.37
emp_02810,Andre Smith,store_005,dispenser,evening,11,minutes_per_order,7.09,76.37
emp_01707,Anika Johnson,store_045,dispenser,evening,11,minutes_per_order,7.09,76.37
emp_04606,Maya Williams,store_020,stager,midday,11,minutes_per_order,7.09,76.37
emp_01496,Elena Smith,store_014,dispenser,evening,11,minutes_per_order,7.09,76.37
emp_01623,Andre Lopez,store_045,dispenser,evening,10,minutes_per_order,7.1,76.33
emp_04034,Sofia Anderson,store_002,stager,midday,10,minutes_per_order,7.1,76.33
emp_00884,Sofia Diaz,store_035,dispenser,morning,9,minutes_per_order,7.11,76.3
emp_04738,Maya Martinez,store_020,dispenser,morning,9,minutes_per_order,7.11,76.3
emp_00986,Aarav Martinez,store_022,dispenser,evening,8,minutes_per_order,7.12,76.27
emp_04550,Fatima Diaz,store_020,stager,midday,17,minutes_per_order,7.12,76.27
emp_00319,Noah Williams,store_044,stager,midday,8,minutes_per_order,7.12,76.27
emp_01282,Carlos Thomas,store_047,dispenser,morning,16,minutes_per_order,7.12,76.27
emp_01381,Jordan Harris,store_044,stager,evening,8,minutes_per_order,7.12,76.27
emp_01021,Carlos Lee,store_014,dispenser,evening,8,minutes_per_order,7.12,76.27
emp_04841,Jordan Carter,store_001,picker,midday,4,items_per_hour,60.98,76.22
emp_00499,Priya Chen,store_028,dispenser,midday,7,minutes_per_order,7.14,76.2
emp_00013,Anika Thomas,store_004,stager,morning,7,minutes_per_order,7.14,76.2
emp_02552,Aarav Lopez,store_010,dispenser,morning,7,minutes_per_order,7.14,76.2
emp_00167,Carlos Smith,store_016,stager,midday,7,minutes_per_order,7.14,76.2
emp_00631,Sarah Martinez,store_034,stager,morning,19,minutes_per_order,7.16,76.13
emp_00231,Ben Williams,store_025,dispenser,evening,6,minutes_per_order,7.17,76.1
emp_01712,Priya Davis,store_007,stager,evening,6,minutes_per_order,7.17,76.1
emp_04058,Ethan Singh,store_026,dispenser,morning,6,minutes_per_order,7.17,76.1
emp_00621,Jordan Young,store_001,dispenser,evening,6,minutes_per_order,7.17,76.1
emp_03492,Aarav Carter,store_043,stager,midday,6,minutes_per_order,7.17,76.1
emp_04700,Ethan Gupta,store_018,stager,evening,12,minutes_per_order,7.17,76.1
emp_02528,Maya Anderson,store_014,stager,midday,24,minutes_per_order,7.17,76.1
emp_02246,Sam Shah,store_040,dispenser,evening,6,minutes_per_order,7.17,76.1
emp_00294,Jordan Walker,store_008,dispenser,evening,12,minutes_per_order,7.17,76.1
emp_00431,Jalen Gupta,store_018,stager,evening,11,minutes_per_order,7.18,76.07
emp_00354,Aarav Davis,store_020,dispenser,morning,11,minutes_per_order,7.18,76.07
emp_04113,Bianca Thomas,store_043,stager,morning,16,minutes_per_order,7.19,76.03
emp_02061,Taylor Wilson,store_002,stager,morning,15,minutes_per_order,7.2,76.0
emp_02108,Kai Lee,store_022,stager,midday,5,minutes_per_order,7.2,76.0
emp_03897,Carlos Robinson,store_031,stager,morning,5,minutes_per_order,7.2,76.0
emp_02644,Liam Brown,store_039,stager,midday,15,minutes_per_order,7.2,76.0
emp_01271,Maya Shah,store_028,dispenser,evening,10,minutes_per_order,7.2,76.0
emp_01463,Layla Harris,store_031,stager,morning,5,minutes_per_order,7.2,76.0
emp_01124,Sarah Lopez,store_043,stager,evening,10,minutes_per_order,7.2,76.0
emp_04667,Taylor Miller,store_041,dispenser,midday,5,minutes_per_order,7.2,76.0
emp_02137,Isaiah Diaz,store_015,stager,morning,9,minutes_per_order,7.22,75.93
emp_01629,Hannah Nguyen,store_026,dispenser,evening,13,minutes_per_order,7.23,75.9
emp_03170,Andre Lopez,store_044,dispenser,midday,13,minutes_per_order,7.23,75.9
emp_01961,Sarah Davis,store_018,dispenser,morning,13,minutes_per_order,7.23,75.9
emp_01201,Aarav Harris,store_046,stager,morning,13,minutes_per_order,7.23,75.9
emp_00698,Olivia Walker,store_008,stager,midday,13,minutes_per_order,7.23,75.9
emp_04250,Amara Carter,store_027,stager,morning,21,minutes_per_order,7.24,75.87
emp_01591,Ethan Williams,store_025,dispenser,midday,4,minutes_per_order,7.25,75.83
emp_04751,Priya Lee,store_024,stager,midday,12,minutes_per_order,7.25,75.83
emp_02761,Jordan Wilson,store_013,dispenser,evening,4,minutes_per_order,7.25,75.83
emp_02700,Mia Gupta,store_030,dispenser,evening,24,minutes_per_order,7.25,75.83
emp_02529,Jalen Johnson,store_022,dispenser,morning,4,minutes_per_order,7.25,75.83
emp_01387,Jalen Shah,store_005,dispenser,evening,16,minutes_per_order,7.25,75.83
emp_03535,Aisha Nguyen,store_014,dispenser,midday,8,minutes_per_order,7.25,75.83
emp_02640,Zoe Chen,store_016,stager,evening,8,minutes_per_order,7.25,75.83
emp_02592,Anika Johnson,store_043,stager,morning,8,minutes_per_order,7.25,75.83
emp_00315,Jalen Lee,store_020,stager,evening,12,minutes_per_order,7.25,75.83
emp_01838,Andre Baker,store_016,dispenser,morning,12,minutes_per_order,7.25,75.83
emp_01155,Mia Walker,store_050,dispenser,evening,8,minutes_per_order,7.25,75.83
emp_03594,Ravi Young,store_005,dispenser,midday,8,minutes_per_order,7.25,75.83
emp_01610,Jalen Johnson,store_043,stager,morning,12,minutes_per_order,7.25,75.83
emp_01373,Hannah Anderson,store_009,dispenser,midday,4,minutes_per_order,7.25,75.83
emp_01258,Chloe Singh,store_018,dispenser,midday,12,minutes_per_order,7.25,75.83
emp_04879,Mia Johnson,store_040,dispenser,midday,4,minutes_per_order,7.25,75.83
emp_00824,Andre Smith,store_037,dispenser,midday,11,minutes_per_order,7.27,75.77
emp_01377,Sam Harris,store_038,dispenser,morning,11,minutes_per_order,7.27,75.77
emp_01157,Amara Lopez,store_014,dispenser,evening,15,minutes_per_order,7.27,75.77
emp_04540,Carlos Gupta,store_020,dispenser,midday,11,minutes_per_order,7.27,75.77
emp_02682,Sarah Gupta,store_035,dispenser,midday,7,minutes_per_order,7.29,75.7
emp_00491,Alex Davis,store_011,dispenser,midday,17,minutes_per_order,7.29,75.7
emp_03006,Aarav Thomas,store_025,dispenser,evening,7,minutes_per_order,7.29,75.7
emp_04104,Aarav Jones,store_046,stager,morning,14,minutes_per_order,7.29,75.7
emp_02699,Ben Gupta,store_024,stager,midday,17,minutes_per_order,7.29,75.7
emp_04809,Hannah Brown,store_036,stager,evening,10,minutes_per_order,7.3,75.67
emp_03048,Grace Young,store_004,dispenser,evening,10,minutes_per_order,7.3,75.67
emp_03296,Aisha Gupta,store_014,stager,morning,10,minutes_per_order,7.3,75.67
emp_02901,Liam Carter,store_042,picker,evening,2,items_per_hour,60.52,75.65
emp_04616,Sarah Shah,store_002,picker,morning,4,items_per_hour,60.52,75.65
emp_03808,Amara Brown,store_038,dispenser,midday,16,minutes_per_order,7.31,75.63
emp_04504,Kai Kim,store_014,stager,morning,13,minutes_per_order,7.31,75.63
emp_03370,Grace Miller,store_016,dispenser,evening,13,minutes_per_order,7.31,75.63
emp_00110,Deja Lopez,store_018,stager,evening,19,minutes_per_order,7.32,75.6
emp_00263,Maya Martinez,store_046,stager,morning,9,minutes_per_order,7.33,75.57
emp_01752,Isaiah Lopez,store_047,dispenser,morning,21,minutes_per_order,7.33,75.57
emp_02936,Andre Davis,store_032,stager,midday,18,minutes_per_order,7.33,75.57
emp_00099,Priya Gupta,store_029,dispenser,evening,18,minutes_per_order,7.33,75.57
emp_01637,Alex Nguyen,store_041,dispenser,midday,6,minutes_per_order,7.33,75.57
emp_03868,Isaiah Lopez,store_036,stager,midday,15,minutes_per_order,7.33,75.57
emp_00042,Liam Smith,store_007,stager,midday,6,minutes_per_order,7.33,75.57
emp_02359,Grace Lopez,store_015,stager,evening,9,minutes_per_order,7.33,75.57
emp_04908,Ethan Baker,store_016,stager,morning,6,minutes_per_order,7.33,75.57
emp_01976,Alex Johnson,store_035,dispenser,morning,3,minutes_per_order,7.33,75.57
emp_01912,Deja Baker,store_036,stager,midday,9,minutes_per_order,7.33,75.57
emp_01422,Ravi Jones,store_039,dispenser,evening,9,minutes_per_order,7.33,75.57
emp_04032,Ben Carter,store_006,picker,evening,7,items_per_hour,60.4,75.5
emp_03790,Carlos Carter,store_041,picker,morning,5,items_per_hour,60.38,75.48
emp_03468,Maya Harris,store_030,stager,morning,11,minutes_per_order,7.36,75.47
emp_04783,Chloe Baker,store_005,stager,midday,19,minutes_per_order,7.37,75.43
emp_03900,Carlos Wilson,store_025,dispenser,midday,8,minutes_per_order,7.38,75.4
emp_03996,Aarav Nguyen,store_018,stager,midday,29,minutes_per_order,7.38,75.4
emp_00492,Liam Jones,store_006,stager,evening,8,minutes_per_order,7.38,75.4
emp_01401,Ethan Martinez,store_050,dispenser,morning,8,minutes_per_order,7.38,75.4
emp_00956,Sarah Lee,store_035,dispenser,evening,8,minutes_per_order,7.38,75.4
emp_03908,Daniel Baker,store_003,stager,evening,8,minutes_per_order,7.38,75.4
emp_04980,Sofia Kim,store_010,dispenser,evening,8,minutes_per_order,7.38,75.4
emp_03021,Elena Wilson,store_042,stager,evening,8,minutes_per_order,7.38,75.4
emp_04230,Carlos Williams,store_019,dispenser,morning,15,minutes_per_order,7.4,75.33
emp_02664,Layla Young,store_034,dispenser,midday,10,minutes_per_order,7.4,75.33
emp_01171,Carlos Wilson,store_034,stager,evening,15,minutes_per_order,7.4,75.33
emp_04371,Noah Young,store_043,stager,evening,15,minutes_per_order,7.4,75.33
emp_02382,Chloe Wilson,store_015,stager,morning,10,minutes_per_order,7.4,75.33
emp_01504,Taylor Diaz,store_042,stager,morning,5,minutes_per_order,7.4,75.33
emp_01605,Fatima Anderson,store_033,dispenser,morning,5,minutes_per_order,7.4,75.33
emp_01889,Alex Brooks,store_022,stager,evening,5,minutes_per_order,7.4,75.33
emp_04737,Liam Lopez,store_050,stager,evening,5,minutes_per_order,7.4,75.33
emp_00798,Liam Harris,store_013,stager,evening,5,minutes_per_order,7.4,75.33
emp_03278,Jalen Diaz,store_018,stager,evening,17,minutes_per_order,7.41,75.3
emp_01452,Isaiah Smith,store_023,dispenser,morning,24,minutes_per_order,7.42,75.27
emp_03883,Noah Harris,store_002,stager,morning,12,minutes_per_order,7.42,75.27
emp_01837,Alex Walker,store_027,stager,morning,12,minutes_per_order,7.42,75.27
emp_04592,Maya Patel,store_032,dispenser,midday,12,minutes_per_order,7.42,75.27
emp_02276,Alex Nguyen,store_014,stager,morning,12,minutes_per_order,7.42,75.27
emp_04391,Alex Anderson,store_008,stager,midday,12,minutes_per_order,7.42,75.27
emp_00162,Aisha Baker,store_042,stager,midday,12,minutes_per_order,7.42,75.27
emp_03150,Taylor Kim,store_007,dispenser,morning,12,minutes_per_order,7.42,75.27
emp_02036,Jordan Patel,store_013,stager,evening,7,minutes_per_order,7.43,75.23
emp_03203,Sam Diaz,store_046,dispenser,morning,21,minutes_per_order,7.43,75.23
emp_03864,Deja Baker,store_006,stager,morning,14,minutes_per_order,7.43,75.23
emp_02796,Daniel Chen,store_006,stager,morning,14,minutes_per_order,7.43,75.23
emp_04872,Sam Harris,store_002,dispenser,midday,7,minutes_per_order,7.43,75.23
emp_03158,Jalen Miller,store_012,stager,morning,7,minutes_per_order,7.43,75.23
emp_01852,Aisha Harris,store_049,stager,evening,7,minutes_per_order,7.43,75.23
emp_04436,Ravi Diaz,store_046,stager,evening,9,minutes_per_order,7.44,75.2
emp_03560,Sam Smith,store_030,stager,evening,9,minutes_per_order,7.44,75.2
emp_04035,Bianca Baker,store_046,stager,midday,9,minutes_per_order,7.44,75.2
emp_01636,Jordan Davis,store_014,stager,evening,9,minutes_per_order,7.44,75.2
emp_04077,Alex Brooks,store_044,stager,morning,9,minutes_per_order,7.44,75.2
emp_01954,Aarav Gupta,store_005,dispenser,evening,9,minutes_per_order,7.44,75.2
emp_00752,Zoe Miller,store_009,dispenser,evening,9,minutes_per_order,7.44,75.2
emp_00265,Carlos Patel,store_024,stager,morning,22,minutes_per_order,7.45,75.17
emp_04307,Liam Nguyen,store_037,stager,evening,11,minutes_per_order,7.45,75.17
emp_03876,Noah Shah,store_018,stager,midday,20,minutes_per_order,7.45,75.17
emp_01216,Aisha Brown,store_006,stager,evening,11,minutes_per_order,7.45,75.17
emp_00541,Ravi Chen,store_037,stager,morning,13,minutes_per_order,7.46,75.13
emp_01864,Fatima Brown,store_040,stager,evening,15,minutes_per_order,7.47,75.1
emp_01993,Jalen Davis,store_014,dispenser,midday,17,minutes_per_order,7.47,75.1
emp_04476,Chloe Patel,store_027,stager,midday,17,minutes_per_order,7.47,75.1
emp_00691,Mia Lopez,store_003,stager,midday,15,minutes_per_order,7.47,75.1
emp_00561,Ethan Wilson,store_019,picker,morning,3,items_per_hour,60.01,75.01
emp_03947,Ravi Harris,store_018,stager,midday,18,minutes_per_order,7.5,75.0
emp_01903,Priya Lopez,store_008,stager,midday,16,minutes_per_order,7.5,75.0
emp_04899,Ravi Martinez,store_005,dispenser,midday,6,minutes_per_order,7.5,75.0
emp_00609,Ravi Chen,store_027,dispenser,evening,10,minutes_per_order,7.5,75.0
emp_04148,Aisha Kim,store_029,dispenser,evening,8,minutes_per_order,7.5,75.0
emp_01578,Isaiah Singh,store_002,picker,morning,1,items_per_hour,60.0,75.0
emp_01625,Deja Lopez,store_001,stager,evening,8,minutes_per_order,7.5,75.0
emp_03989,Jalen Anderson,store_005,stager,morning,12,minutes_per_order,7.5,75.0
emp_01923,Bianca Patel,store_015,stager,evening,4,minutes_per_order,7.5,75.0
emp_04593,Layla Carter,store_019,stager,evening,8,minutes_per_order,7.5,75.0
emp_02530,Ravi Thomas,store_034,stager,midday,12,minutes_per_order,7.5,75.0
emp_02186,Ben Thomas,store_034,picker,evening,2,items_per_hour,60.0,75.0
emp_01166,Sarah Smith,store_050,dispenser,midday,8,minutes_per_order,7.5,75.0
emp_00889,Deja Lee,store_040,stager,evening,4,minutes_per_order,7.5,75.0
emp_02750,Amara Kim,store_037,stager,evening,12,minutes_per_order,7.5,75.0
emp_00957,Jalen Gupta,store_037,stager,morning,10,minutes_per_order,7.5,75.0
emp_02603,Priya Gupta,store_003,dispenser,morning,12,minutes_per_order,7.5,75.0
emp_00026,Jordan Shah,store_001,stager,morning,8,minutes_per_order,7.5,75.0
emp_02728,Aisha Thomas,store_003,dispenser,midday,10,minutes_per_order,7.5,75.0
emp_02403,Isaiah Garcia,store_006,stager,morning,6,minutes_per_order,7.5,75.0
emp_02523,Amara Diaz,store_024,dispenser,morning,12,minutes_per_order,7.5,75.0
emp_04306,Zoe Kim,store_028,dispenser,morning,10,minutes_per_order,7.5,75.0
emp_04888,Chloe Lee,store_007,stager,morning,4,minutes_per_order,7.5,75.0
emp_04745,Jalen Johnson,store_022,dispenser,evening,4,minutes_per_order,7.5,75.0
emp_03232,Hannah Thomas,store_046,stager,midday,6,minutes_per_order,7.5,75.0
emp_00450,Olivia Patel,store_041,stager,evening,4,minutes_per_order,7.5,75.0
emp_04986,Mia Lee,store_018,dispenser,morning,8,minutes_per_order,7.5,75.0
emp_02713,Kai Diaz,store_041,stager,morning,4,minutes_per_order,7.5,75.0
emp_01535,Olivia Thomas,store_015,picker,midday,2,items_per_hour,60.0,75.0
emp_03817,Priya Nguyen,store_041,picker,evening,1,items_per_hour,60.0,75.0
emp_04724,Jordan Smith,store_002,picker,evening,4,items_per_hour,59.95,74.94
emp_02072,Chloe Diaz,store_027,stager,midday,23,minutes_per_order,7.52,74.93
emp_01009,Sofia Patel,store_012,stager,morning,23,minutes_per_order,7.52,74.93
emp_01343,Elena Robinson,store_036,dispenser,morning,21,minutes_per_order,7.52,74.93
emp_01503,Bianca Brooks,store_018,stager,morning,17,minutes_per_order,7.53,74.9
emp_03454,Taylor Thomas,store_018,stager,evening,13,minutes_per_order,7.54,74.87
emp_00930,Ben Jones,store_037,picker,evening,4,items_per_hour,59.87,74.84
emp_01477,Sofia Brooks,store_008,stager,evening,20,minutes_per_order,7.55,74.83
emp_00020,Alex Patel,store_016,stager,morning,11,minutes_per_order,7.55,74.83
emp_02416,Chloe Patel,store_033,dispenser,midday,11,minutes_per_order,7.55,74.83
emp_04804,Aarav Diaz,store_031,stager,midday,9,minutes_per_order,7.56,74.8
emp_04322,Sarah Lee,store_031,dispenser,evening,16,minutes_per_order,7.56,74.8
emp_03558,Aisha Nguyen,store_026,dispenser,morning,9,minutes_per_order,7.56,74.8
emp_00253,Noah Johnson,store_041,dispenser,evening,9,minutes_per_order,7.56,74.8
emp_02740,Amara Brown,store_040,stager,evening,7,minutes_per_order,7.57,74.77
emp_03064,Aisha Singh,store_030,dispenser,evening,30,minutes_per_order,7.57,74.77
emp_04427,Ben Kim,store_003,dispenser,midday,7,minutes_per_order,7.57,74.77
emp_00712,Anika Gupta,store_031,stager,evening,7,minutes_per_order,7.57,74.77
emp_03706,Alex Diaz,store_046,stager,midday,7,minutes_per_order,7.57,74.77
emp_04492,Liam Nguyen,store_045,dispenser,morning,7,minutes_per_order,7.57,74.77
emp_00276,Noah Gupta,store_016,dispenser,midday,7,minutes_per_order,7.57,74.77
emp_02442,Fatima Singh,store_038,dispenser,midday,14,minutes_per_order,7.57,74.77
emp_04607,Noah Williams,store_006,stager,midday,12,minutes_per_order,7.58,74.73
emp_00355,Ethan Jones,store_008,stager,morning,12,minutes_per_order,7.58,74.73
emp_01975,Sarah Smith,store_031,dispenser,evening,12,minutes_per_order,7.58,74.73
emp_02848,Kai Brooks,store_008,dispenser,morning,12,minutes_per_order,7.58,74.73
emp_03155,Deja Walker,store_039,dispenser,evening,17,minutes_per_order,7.59,74.7
emp_04735,Kai Carter,store_022,dispenser,morning,5,minutes_per_order,7.6,74.67
emp_04216,Andre Gupta,store_027,stager,evening,20,minutes_per_order,7.6,74.67
emp_01023,Sam Lee,store_003,stager,midday,5,minutes_per_order,7.6,74.67
emp_01198,Olivia Brooks,store_050,stager,morning,5,minutes_per_order,7.6,74.67
emp_04948,Carlos Johnson,store_002,stager,evening,10,minutes_per_order,7.6,74.67
emp_00890,Anika Thomas,store_024,dispenser,midday,10,minutes_per_order,7.6,74.67
emp_04157,Jordan Robinson,store_038,stager,morning,10,minutes_per_order,7.6,74.67
emp_03469,Maya Brooks,store_028,dispenser,evening,10,minutes_per_order,7.6,74.67
emp_01305,Bianca Williams,store_035,stager,morning,10,minutes_per_order,7.6,74.67
emp_01628,Deja Martinez,store_003,stager,morning,10,minutes_per_order,7.6,74.67
emp_02992,Jordan Walker,store_042,stager,morning,10,minutes_per_order,7.6,74.67
emp_04296,Alex Gupta,store_041,stager,midday,10,minutes_per_order,7.6,74.67
emp_02948,Jalen Shah,store_033,stager,evening,5,minutes_per_order,7.6,74.67
emp_02748,Elena Chen,store_037,stager,morning,18,minutes_per_order,7.61,74.63
emp_04179,Liam Kim,store_046,stager,midday,8,minutes_per_order,7.62,74.6
emp_01330,Ravi Thomas,store_050,stager,morning,8,minutes_per_order,7.62,74.6
emp_00415,Kai Patel,store_017,stager,midday,16,minutes_per_order,7.62,74.6
emp_03757,Olivia Young,store_031,stager,morning,8,minutes_per_order,7.62,74.6
emp_02024,Anika Carter,store_035,stager,morning,11,minutes_per_order,7.64,74.53
emp_03395,Aisha Miller,store_005,stager,morning,14,minutes_per_order,7.64,74.53
emp_02962,Sam Nguyen,store_007,dispenser,evening,11,minutes_per_order,7.64,74.53
emp_00501,Olivia Young,store_040,stager,evening,11,minutes_per_order,7.64,74.53
emp_01395,Jordan Jones,store_042,dispenser,evening,14,minutes_per_order,7.64,74.53
emp_00721,Mia Robinson,store_036,stager,morning,11,minutes_per_order,7.64,74.53
emp_04144,Ethan Williams,store_023,stager,morning,23,minutes_per_order,7.65,74.5
emp_04413,Aisha Brooks,store_023,stager,midday,20,minutes_per_order,7.65,74.5
emp_02270,Noah Gupta,store_044,stager,evening,17,minutes_per_order,7.65,74.5
emp_01184,Priya Smith,store_014,stager,evening,6,minutes_per_order,7.67,74.43
emp_00836,Priya Johnson,store_008,stager,midday,12,minutes_per_order,7.67,74.43
emp_01405,Sarah Williams,store_036,stager,midday,9,minutes_per_order,7.67,74.43
emp_02195,Mia Baker,store_036,stager,evening,9,minutes_per_order,7.67,74.43
emp_01823,Grace Wilson,store_005,dispenser,evening,3,minutes_per_order,7.67,74.43
emp_01505,Ben Walker,store_037,dispenser,evening,12,minutes_per_order,7.67,74.43
emp_01268,Carlos Singh,store_043,dispenser,midday,6,minutes_per_order,7.67,74.43
emp_02229,Taylor Kim,store_035,stager,morning,9,minutes_per_order,7.67,74.43
emp_03323,Ravi Nguyen,store_010,dispenser,morning,12,minutes_per_order,7.67,74.43
emp_04946,Maya Williams,store_043,stager,midday,6,minutes_per_order,7.67,74.43
emp_02940,Taylor Shah,store_048,stager,evening,3,minutes_per_order,7.67,74.43
emp_04573,Priya Brooks,store_046,stager,midday,12,minutes_per_order,7.67,74.43
emp_01959,Ben Carter,store_007,stager,evening,9,minutes_per_order,7.67,74.43
emp_03236,Deja Smith,store_041,dispenser,midday,3,minutes_per_order,7.67,74.43
emp_02621,Hannah Robinson,store_016,stager,evening,3,minutes_per_order,7.67,74.43
emp_03038,Mia Singh,store_035,stager,midday,13,minutes_per_order,7.69,74.37
emp_02955,Isaiah Walker,store_006,dispenser,morning,13,minutes_per_order,7.69,74.37
emp_04587,Ravi Shah,store_005,stager,midday,16,minutes_per_order,7.69,74.37
emp_03916,Bianca Singh,store_008,stager,evening,16,minutes_per_order,7.69,74.37
emp_00660,Ethan Shah,store_001,stager,evening,13,minutes_per_order,7.69,74.37
emp_00535,Mia Johnson,store_006,stager,morning,13,minutes_per_order,7.69,74.37
emp_00926,Sam Lopez,store_042,stager,morning,13,minutes_per_order,7.69,74.37
emp_01546,Sofia Baker,store_003,dispenser,midday,20,minutes_per_order,7.7,74.33
emp_03041,Daniel Young,store_043,picker,evening,7,items_per_hour,59.46,74.33
emp_00710,Priya Diaz,store_003,stager,midday,10,minutes_per_order,7.7,74.33
emp_04304,Zoe Singh,store_026,dispenser,evening,10,minutes_per_order,7.7,74.33
emp_04532,Deja Smith,store_044,dispenser,morning,10,minutes_per_order,7.7,74.33
emp_03467,Daniel Williams,store_002,stager,morning,10,minutes_per_order,7.7,74.33
emp_04846,Sarah Nguyen,store_037,stager,evening,10,minutes_per_order,7.7,74.33
emp_00804,Bianca Brown,store_027,stager,evening,20,minutes_per_order,7.7,74.33
emp_03135,Fatima Walker,store_012,stager,morning,7,minutes_per_order,7.71,74.3
emp_04524,Jordan Johnson,store_042,stager,evening,7,minutes_per_order,7.71,74.3
emp_01448,Mia Jones,store_006,stager,evening,14,minutes_per_order,7.71,74.3
emp_02043,Mia Lopez,store_030,stager,evening,14,minutes_per_order,7.71,74.3
emp_03300,Sofia Lee,store_042,stager,midday,7,minutes_per_order,7.71,74.3
emp_02702,Maya Harris,store_015,stager,evening,7,minutes_per_order,7.71,74.3
emp_04136,Taylor Brooks,store_015,stager,morning,7,minutes_per_order,7.71,74.3
emp_04084,Liam Smith,store_014,picker,evening,5,items_per_hour,59.41,74.26
emp_02452,Zoe Anderson,store_034,stager,midday,11,minutes_per_order,7.73,74.23
