employee_id,store_id,name,role,shift,hire_date,skill_factor
emp_01245,store_046,Bianca Brown,picker,evening,2024-06-02,1.27
emp_01246,store_007,Alex Martinez,dispenser,morning,2021-12-09,0.905
emp_01247,store_041,Jalen Singh,picker,midday,2025-04-10,1.042
emp_01248,store_033,Ben Carter,picker,evening,2023-01-15,1.146
emp_01249,store_022,Olivia Thomas,dispenser,morning,2022-05-18,1.077
emp_01250,store_031,Taylor Chen,picker,morning,2022-06-29,1.075
emp_01251,store_024,Grace Carter,stager,evening,2023-05-14,0.806
emp_01252,store_015,Priya Kim,picker,midday,2023-07-29,1.115
emp_01253,store_034,Chloe Thomas,dispenser,morning,2025-01-09,0.975
emp_01254,store_034,Anika Harris,dispenser,midday,2023-04-03,1.03
emp_01255,store_050,Chloe Young,picker,evening,2021-04-29,1.25
emp_01256,store_041,Zoe Gupta,dispenser,midday,2023-04-04,1.102
emp_01257,store_044,Kai Johnson,stager,morning,2025-08-21,1.179
emp_01258,store_018,Chloe Singh,dispenser,midday,2023-07-03,0.817
emp_01259,store_042,Ravi Singh,picker,midday,2025-07-21,0.729
emp_01260,store_042,Elena Young,picker,midday,2021-06-22,0.922
emp_01261,store_003,Carlos Martinez,picker,evening,2022-08-05,0.804
emp_01262,store_014,Jordan Martinez,picker,midday,2025-03-31,1.162
emp_01263,store_041,Hannah Diaz,picker,midday,2025-01-27,1.281
emp_01264,store_028,Bianca Smith,dispenser,morning,2023-02-03,1.05
emp_01265,store_017,Bianca Lee,stager,midday,2024-03-18,0.969
emp_01266,store_048,Layla Diaz,picker,evening,2024-04-06,1.04
emp_01267,store_037,Fatima Johnson,stager,midday,2022-08-06,1.219
emp_01268,store_043,Carlos Singh,dispenser,midday,2023-12-01,0.909
emp_01269,store_048,Maya Lee,picker,morning,2021-10-28,0.901
emp_01270,store_046,Olivia Brooks,picker,morning,2021-05-08,1.187
emp_01271,store_028,Maya Shah,dispenser,evening,2023-04-05,0.828
emp_01272,store_038,Noah Wilson,stager,midday,2024-04-11,1.026
emp_01273,store_032,Sofia Smith,stager,midday,2025-08-15,1.244
emp_01274,store_011,Carlos Lopez,picker,evening,2023-07-27,0.995
emp_01275,store_009,Ethan Lee,dispenser,midday,2021-03-08,0.804
emp_01276,store_048,Maya Brown,picker,evening,2023-04-17,0.984
emp_01277,store_008,Chloe Brown,picker,midday,2022-09-17,0.959
emp_01278,store_024,Sofia Anderson,picker,morning,2021-10-19,0.98
emp_01279,store_038,Jalen Davis,picker,morning,2025-08-05,1.126
emp_01280,store_048,Bianca Miller,picker,midday,2021-05-19,0.947
emp_01281,store_003,Layla Walker,picker,midday,2023-09-01,0.815
emp_01282,store_047,Carlos Thomas,dispenser,morning,2023-10-31,0.908
emp_01283,store_041,Kai Brooks,picker,evening,2024-09-22,0.834
emp_01284,store_040,Fatima Young,picker,midday,2022-11-26,1.054
emp_01285,store_035,Isaiah Robinson,picker,morning,2021-12-06,0.917
emp_01286,store_046,Jordan Miller,picker,evening,2021-09-11,0.848
emp_01287,store_042,Amara Nguyen,stager,evening,2022-01-23,1.079
emp_01288,store_049,Aisha Brown,picker,evening,2023-12-26,1.208
emp_01289,store_012,Ravi Brooks,dispenser,evening,2024-05-27,0.983
emp_01290,store_021,Alex Lopez,picker,morning,2022-11-28,1.107
emp_01291,store_028,Mia Garcia,picker,morning,2021-08-23,1.194
emp_01292,store_007,Jalen Carter,picker,morning,2022-06-08,1.03
emp_01293,store_050,Daniel Baker,picker,evening,2022-10-29,0.943
emp_01294,store_012,Amara Gupta,picker,midday,2021-07-22,1.153
emp_01295,store_021,Bianca Baker,picker,morning,2022-05-06,1.097
emp_01296,store_049,Grace Lopez,stager,evening,2025-03-21,0.923
emp_01297,store_033,Sam Miller,picker,midday,2021-05-15,1.042
emp_01298,store_031,Fatima Young,picker,morning,2022-07-06,1.037
emp_01299,store_036,Carlos Gupta,dispenser,evening,2023-04-14,0.945
emp_01300,store_029,Taylor Davis,picker,morning,2023-02-04,0.893
emp_01301,store_035,Priya Miller,dispenser,midday,2021-03-27,1.04
emp_01302,store_001,Jalen Robinson,dispenser,morning,2021-01-02,0.805
emp_01303,store_004,Mia Johnson,dispenser,evening,2022-03-12,0.785
emp_01304,store_038,Jalen Baker,dispenser,morning,2025-02-22,1.024
emp_01305,store_035,Bianca Williams,stager,morning,2025-01-24,0.95
emp_01306,store_036,Priya Davis,dispenser,evening,2023-10-31,1.152
emp_01307,store_021,Ravi Garcia,dispenser,morning,2024-09-18,1.214
emp_01308,store_021,Sam Patel,picker,midday,2021-02-02,0.924
emp_01309,store_045,Aarav Young,picker,morning,2024-10-09,1.194
emp_01310,store_012,Sofia Thomas,picker,midday,2024-01-08,0.897
emp_01311,store_006,Aisha Young,dispenser,evening,2023-07-01,0.962
emp_01312,store_044,Mia Williams,picker,evening,2023-01-04,0.948
emp_01313,store_025,Aarav Brown,picker,midday,2023-01-29,1.028
emp_01314,store_013,Fatima Smith,picker,morning,2025-04-03,0.754
emp_01315,store_018,Jordan Walker,stager,evening,2022-03-29,0.974
emp_01316,store_015,Maya Baker,dispenser,midday,2023-10-07,0.899
emp_01317,store_046,Noah Brown,stager,midday,2024-03-11,1.027
emp_01318,store_033,Elena Shah,picker,evening,2024-03-04,1.102
emp_01319,store_044,Carlos Smith,stager,morning,2021-09-18,0.946
emp_01320,store_017,Fatima Young,dispenser,evening,2025-02-01,0.977
emp_01321,store_018,Hannah Shah,picker,evening,2023-07-19,0.783
emp_01322,store_001,Amara Wilson,dispenser,midday,2023-06-05,0.58
emp_01323,store_027,Maya Martinez,picker,morning,2025-01-17,0.924
emp_01324,store_015,Olivia Miller,picker,midday,2022-10-10,0.838
emp_01325,store_001,Aisha Smith,picker,morning,2024-11-13,0.833
emp_01326,store_028,Grace Davis,dispenser,morning,2022-11-06,1.284
emp_01327,store_020,Priya Walker,picker,morning,2024-04-28,0.973
emp_01328,store_041,Hannah Diaz,dispenser,morning,2023-08-28,0.973
emp_01329,store_016,Zoe Walker,dispenser,morning,2021-05-30,1.147
emp_01330,store_050,Ravi Thomas,stager,morning,2024-07-04,0.742
emp_01331,store_029,Alex Jones,stager,midday,2024-11-21,1.049
emp_01332,store_005,Amara Walker,dispenser,midday,2021-04-23,1.029
emp_01333,store_020,Amara Miller,stager,morning,2022-08-27,0.933
emp_01334,store_025,Olivia Diaz,picker,evening,2025-06-01,1.031
emp_01335,store_043,Priya Young,stager,evening,2024-06-22,0.829
emp_01336,store_007,Aisha Lee,picker,evening,2022-11-04,1.052
emp_01337,store_038,Andre Nguyen,picker,morning,2024-03-19,1.172
emp_01338,store_009,Hannah Johnson,stager,midday,2023-09-13,1.129
emp_01339,store_047,Alex Baker,stager,morning,2022-10-01,1.034
emp_01340,store_038,Liam Gupta,picker,evening,2024-01-14,1.08
emp_01341,store_050,Jalen Johnson,picker,morning,2023-11-27,0.786
emp_01342,store_038,Chloe Baker,stager,morning,2023-11-05,1.041
emp_01343,store_036,Elena Robinson,dispenser,morning,2025-05-28,0.907
emp_01344,store_005,Sarah Singh,picker,evening,2023-08-16,1.05
emp_01345,store_039,Layla Patel,stager,midday,2023-05-08,1.124
emp_01346,store_022,Sam Young,picker,morning,2023-10-13,0.834
emp_01347,store_015,Sam Patel,dispenser,morning,2022-05-05,0.842
emp_01348,store_031,Layla Walker,stager,evening,2023-02-09,0.812
emp_01349,store_014,Aarav Brooks,picker,midday,2021-03-03,1.009
emp_01350,store_036,Jalen Lee,picker,morning,2024-07-16,0.983
emp_01351,store_038,Elena Davis,dispenser,midday,2021-12-23,0.723
emp_01352,store_015,Deja Harris,dispenser,evening,2022-05-19,1.336
emp_01353,store_012,Ben Anderson,picker,evening,2021-10-09,1.056
emp_01354,store_025,Bianca Harris,stager,morning,2022-09-17,1.111
emp_01355,store_030,Zoe Walker,picker,evening,2023-06-08,1.086
emp_01356,store_046,Chloe Young,picker,morning,2025-06-16,0.781
emp_01357,store_013,Priya Robinson,picker,morning,2021-04-05,0.888
emp_01358,store_049,Elena Wilson,stager,evening,2022-08-26,1.107
emp_01359,store_010,Carlos Wilson,picker,evening,2024-04-11,1.269
emp_01360,store_032,Anika Walker,picker,midday,2025-06-08,1.094
emp_01361,store_043,Taylor Johnson,stager,midday,2023-11-29,1.079
emp_01362,store_030,Maya Martinez,picker,evening,2023-09-17,1.138
emp_01363,store_046,Alex Davis,dispenser,morning,2022-02-20,0.792
emp_01364,store_029,Noah Davis,dispenser,midday,2023-05-21,1.035
emp_01365,store_025,Anika Carter,stager,morning,2022-08-28,1.142
emp_01366,store_029,Fatima Nguyen,picker,morning,2023-08-11,0.939
emp_01367,store_033,Olivia Johnson,stager,midday,2022-10-12,0.839
emp_01368,store_018,Deja Lee,picker,morning,2022-06-28,1.08
emp_01369,store_042,Taylor Martinez,picker,evening,2024-08-11,1.109
emp_01370,store_006,Fatima Brown,dispenser,morning,2021-05-27,0.922
emp_01371,store_024,Layla Garcia,picker,midday,2025-03-07,1.033
emp_01372,store_050,Isaiah Davis,stager,evening,2024-05-22,1.101
emp_01373,store_009,Hannah Anderson,dispenser,midday,2022-08-01,1.004
emp_01374,store_023,Noah Jones,dispenser,evening,2025-04-01,0.737
emp_01375,store_042,Chloe Wilson,picker,midday,2022-04-12,0.727
emp_01376,store_015,Ethan Lopez,stager,morning,2023-11-23,0.603
emp_01377,store_038,Sam Harris,dispenser,morning,2022-10-04,1.012
emp_01378,store_013,Olivia Davis,picker,midday,2023-07-11,0.744
emp_01379,store_036,Jordan Smith,picker,morning,2023-10-21,1.209
emp_01380,store_043,Layla Diaz,dispenser,midday,2023-05-22,1.249
emp_01381,store_044,Jordan Harris,stager,evening,2021-02-17,1.02
emp_01382,store_037,Carlos Carter,dispenser,midday,2024-03-09,0.756
emp_01383,store_041,Noah Jones,dispenser,morning,2023-03-12,1.179
emp_01384,store_005,Elena Lopez,picker,morning,2022-11-05,0.892
emp_01385,store_037,Daniel Brown,dispenser,evening,2024-02-07,0.912
emp_01386,store_012,Sofia Anderson,picker,morning,2022-02-12,0.895
emp_01387,store_005,Jalen Shah,dispenser,evening,2021-05-24,0.918
emp_01388,store_030,Zoe Anderson,picker,morning,2022-11-01,1.071
emp_01389,store_027,Olivia Lopez,picker,evening,2021-05-21,1.084
emp_01390,store_025,Ethan Carter,dispenser,morning,2022-09-27,0.995
emp_01391,store_028,Jordan Nguyen,dispenser,morning,2023-10-27,0.952
emp_01392,store_046,Isaiah Davis,stager,morning,2021-10-20,0.919
emp_01393,store_029,Zoe Harris,picker,evening,2023-10-03,0.766
emp_01394,store_030,Alex Smith,picker,morning,2022-08-13,1.172
emp_01395,store_042,Jordan Jones,dispenser,evening,2025-08-14,0.761
emp_01396,store_012,Deja Young,picker,evening,2025-02-10,1.067
emp_01397,store_028,Ben Jones,picker,evening,2021-03-31,1.086
emp_01398,store_016,Daniel Garcia,dispenser,evening,2024-01-07,0.946
emp_01399,store_019,Ethan Lopez,stager,midday,2025-04-10,1.235
emp_01400,store_036,Maya Brooks,picker,morning,2023-10-31,1.105
emp_01401,store_050,Ethan Martinez,dispenser,morning,2023-08-05,0.919
emp_01402,store_002,Sam Jones,picker,midday,2025-03-08,1.051
emp_01403,store_026,Bianca Singh,dispenser,morning,2022-11-01,0.981
emp_01404,store_043,Sofia Lee,stager,morning,2021-06-19,1.014
emp_01405,store_036,Sarah Williams,stager,midday,2021-11-27,0.961
emp_01406,store_011,Ben Chen,dispenser,midday,2021-09-12,0.833
emp_01407,store_035,Aarav Shah,stager,midday,2021-11-11,1.117
emp_01408,store_029,Ethan Singh,picker,morning,2024-10-14,1.208
emp_01409,store_035,Zoe Robinson,picker,evening,2025-01-07,0.9
emp_01410,store_043,Mia Singh,dispenser,midday,2023-06-29,0.712
emp_01411,store_004,Elena Diaz,stager,midday,2022-05-04,1.149
emp_01412,store_013,Olivia Anderson,picker,morning,2022-11-22,1.047
emp_01413,store_013,Ben Walker,stager,evening,2021-12-10,1.373
emp_01414,store_047,Olivia Martinez,picker,morning,2025-07-29,1.156
emp_01415,store_021,Noah Kim,picker,morning,2022-04-21,0.843
emp_01416,store_014,Kai Chen,picker,morning,2023-04-04,0.84
emp_01417,store_042,Andre Shah,picker,midday,2024-08-24,0.864
emp_01418,store_040,Andre Young,picker,morning,2023-04-22,1.114
emp_01419,store_020,Daniel Garcia,stager,morning,2024-05-13,0.58
emp_01420,store_021,Mia Shah,dispenser,evening,2021-09-30,1.001
emp_01421,store_022,Sarah Brooks,picker,midday,2021-02-06,1.018
emp_01422,store_039,Ravi Jones,dispenser,evening,2024-08-04,0.757
emp_01423,store_048,Fatima Anderson,picker,evening,2025-04-04,0.593
emp_01424,store_008,Priya Thomas,picker,morning,2024-06-23,0.751
emp_01425,store_006,Chloe Jones,picker,morning,2024-08-07,0.905
emp_01426,store_003,Ravi Smith,picker,midday,2021-10-02,1.095
emp_01427,store_018,Olivia Robinson,picker,midday,2025-03-18,1.01
emp_01428,store_002,Layla Harris,picker,morning,2022-02-26,0.956
emp_01429,store_035,Fatima Patel,picker,midday,2023-12-04,1.415
emp_01430,store_021,Aarav Brooks,picker,midday,2021-05-24,0.764
emp_01431,store_013,Carlos Brooks,picker,morning,2024-04-28,1.377
emp_01432,store_036,Ethan Diaz,dispenser,evening,2021-06-10,0.981
emp_01433,store_028,Grace Kim,stager,morning,2024-05-25,0.904
emp_01434,store_016,Ravi Robinson,picker,morning,2022-07-11,1.237
emp_01435,store_031,Daniel Lopez,picker,midday,2023-05-16,1.159
emp_01436,store_033,Priya Thomas,stager,morning,2025-08-06,0.972
emp_01437,store_031,Jordan Patel,picker,evening,2021-11-09,0.769
emp_01438,store_036,Hannah Jones,stager,midday,2022-09-19,1.213
emp_01439,store_030,Layla Carter,picker,evening,2023-08-20,0.831
emp_01440,store_013,Elena Anderson,picker,morning,2023-10-23,0.93
emp_01441,store_047,Noah Smith,stager,midday,2023-02-26,0.636
emp_01442,store_032,Andre Kim,picker,morning,2021-09-12,1.02
emp_01443,store_025,Hannah Thomas,dispenser,evening,2022-12-15,1.142
emp_01444,store_033,Maya Singh,stager,morning,2024-08-26,1.231
emp_01445,store_025,Alex Williams,dispenser,midday,2024-07-16,0.989
emp_01446,store_046,Chloe Garcia,stager,evening,2023-07-22,0.881
emp_01447,store_044,Daniel Anderson,picker,morning,2025-04-28,1.003
emp_01448,store_006,Mia Jones,stager,evening,2024-04-15,1.21
emp_01449,store_006,Priya Garcia,picker,evening,2022-09-11,1.063
emp_01450,store_033,Mia Nguyen,dispenser,midday,2025-02-12,1.156
emp_01451,store_027,Ben Robinson,stager,evening,2025-05-10,1.287
emp_01452,store_023,Isaiah Smith,dispenser,morning,2025-03-13,0.852
emp_01453,store_026,Sofia Anderson,stager,morning,2021-05-24,1.097
emp_01454,store_050,Zoe Kim,stager,evening,2022-08-14,1.004
emp_01455,store_047,Carlos Davis,picker,midday,2022-01-08,1.046
emp_01456,store_033,Ravi Nguyen,dispenser,morning,2022-01-16,1.092
emp_01457,store_013,Hannah Young,picker,midday,2023-06-22,1.111
emp_01458,store_041,Ben Wilson,dispenser,evening,2021-12-07,1.246
emp_01459,store_006,Layla Anderson,picker,evening,2022-04-26,0.907
emp_01460,store_031,Ben Anderson,picker,morning,2022-06-29,1.09
emp_01461,store_049,Alex Brown,dispenser,morning,2023-12-06,0.857
emp_01462,store_001,Zoe Thomas,picker,midday,2023-09-23,0.757
emp_01463,store_031,Layla Harris,stager,morning,2023-01-10,0.885
emp_01464,store_043,Amara Johnson,picker,midday,2025-07-10,0.912
emp_01465,store_007,Carlos Anderson,picker,evening,2021-09-09,1.111
emp_01466,store_034,Grace Johnson,picker,midday,2024-06-20,0.882
emp_01467,store_044,Elena Anderson,stager,evening,2025-07-23,0.837
emp_01468,store_021,Maya Wilson,picker,morning,2025-07-12,1.026
emp_01469,store_048,Noah Smith,picker,evening,2025-06-15,0.795
emp_01470,store_006,Sarah Shah,picker,evening,2021-07-25,1.075
emp_01471,store_047,Zoe Young,picker,evening,2025-05-27,0.803
emp_01472,store_046,Carlos Lopez,picker,morning,2022-09-10,0.843
emp_01473,store_044,Ravi Brown,dispenser,midday,2024-09-19,1.179
emp_01474,store_035,Ethan Chen,picker,evening,2024-12-04,0.986
emp_01475,store_006,Kai Young,picker,midday,2025-04-19,1.039
emp_01476,store_018,Hannah Shah,picker,midday,2024-10-05,0.998
emp_01477,store_008,Sofia Brooks,stager,evening,2022-11-13,1.201
emp_01478,store_015,Andre Robinson,dispenser,midday,2023-02-12,0.894
emp_01479,store_046,Priya Walker,stager,morning,2022-04-03,0.964
emp_01480,store_017,Anika Brown,picker,morning,2022-11-28,0.77
emp_01481,store_048,Maya Carter,stager,midday,2023-02-18,1.145
emp_01482,store_037,Jordan Baker,stager,evening,2024-01-02,1.353
emp_01483,store_013,Maya Walker,dispenser,evening,2025-06-20,1.139
emp_01484,store_009,Fatima Brown,picker,midday,2021-01-19,0.982
emp_01485,store_035,Jalen Williams,dispenser,morning,2023-10-21,0.881
emp_01486,store_044,Jalen Carter,picker,evening,2024-09-24,1.27
emp_01487,store_045,Bianca Garcia,picker,evening,2024-03-21,0.919
emp_01488,store_031,Ethan Lopez,stager,midday,2024-12-13,1.171
emp_01489,store_025,Ethan Wilson,picker,evening,2025-07-18,1.034
emp_01490,store_015,Amara Wilson,stager,morning,2023-09-26,0.914
emp_01491,store_047,Daniel Anderson,picker,evening,2023-03-15,1.234
emp_01492,store_022,Sarah Johnson,picker,midday,2023-03-12,0.977
emp_01493,store_005,Elena Singh,picker,evening,2023-03-18,0.949
emp_01494,store_007,Amara Wilson,picker,evening,2022-09-15,1.242
emp_01495,store_030,Sarah Gupta,stager,morning,2022-03-06,0.847
emp_01496,store_014,Elena Smith,dispenser,evening,2021-01-19,0.919
emp_01497,store_024,Chloe Jones,stager,midday,2024-10-23,0.786
emp_01498,store_011,Ben Johnson,dispenser,midday,2022-01-03,0.89
emp_01499,store_004,Priya Carter,picker,evening,2025-01-19,0.855
emp_01500,store_026,Bianca Diaz,picker,midday,2023-09-28,0.986
emp_01501,store_020,Mia Thomas,stager,evening,2025-06-17,1.223
emp_01502,store_043,Sam Wilson,stager,evening,2023-02-22,0.934
emp_01503,store_018,Bianca Brooks,stager,morning,2023-09-29,0.977
emp_01504,store_042,Taylor Diaz,stager,morning,2024-04-16,1.008
emp_01505,store_037,Ben Walker,dispenser,evening,2022-01-06,0.756
emp_01506,store_025,Priya Gupta,picker,evening,2021-09-14,1.032
emp_01507,store_007,Deja Jones,picker,evening,2021-02-10,0.928
emp_01508,store_026,Zoe Lopez,stager,morning,2023-11-29,0.69
emp_01509,store_038,Ethan Shah,picker,morning,2022-01-06,1.097
emp_01510,store_039,Aarav Miller,stager,midday,2025-06-28,0.789
emp_01511,store_021,Daniel Brooks,picker,evening,2022-06-10,1.075
emp_01512,store_049,Bianca Martinez,picker,midday,2023-01-15,1.079
emp_01513,store_035,Grace Gupta,picker,morning,2023-11-30,1.232
emp_01514,store_019,Ravi Carter,stager,evening,2023-10-02,0.966
emp_01515,store_045,Taylor Davis,picker,evening,2021-07-22,1.42
emp_01516,store_043,Grace Baker,dispenser,morning,2021-10-18,0.712
emp_01517,store_020,Ethan Nguyen,dispenser,midday,2022-07-23,1.019
emp_01518,store_009,Priya Brooks,stager,evening,2022-06-07,1.084
emp_01519,store_017,Anika Garcia,picker,evening,2023-05-22,1.133
emp_01520,store_045,Ethan Brooks,picker,evening,2025-02-09,0.908
emp_01521,store_018,Maya Nguyen,dispenser,evening,2024-08-19,0.966
emp_01522,store_033,Olivia Williams,stager,morning,2022-10-10,0.901
emp_01523,store_028,Isaiah Brown,picker,evening,2021-08-14,1.118
emp_01524,store_044,Andre Harris,picker,evening,2021-07-02,0.973
emp_01525,store_024,Fatima Garcia,dispenser,morning,2021-07-20,1.016
emp_01526,store_025,Fatima Jones,dispenser,morning,2025-05-23,0.911
emp_01527,store_008,Sofia Brown,picker,evening,2022-12-16,0.981
emp_01528,store_045,Jalen Miller,stager,midday,2024-05-29,0.864
emp_01529,store_007,Mia Chen,dispenser,midday,2025-07-09,1.185
emp_01530,store_048,Noah Lopez,stager,evening,2021-09-19,1.34
emp_01531,store_017,Carlos Carter,picker,midday,2024-03-08,0.907
emp_01532,store_048,Maya Singh,picker,morning,2024-10-20,0.992
emp_01533,store_039,Liam Walker,picker,midday,2023-10-26,0.834
emp_01534,store_019,Priya Martinez,picker,evening,2025-07-26,1.045
emp_01535,store_015,Olivia Thomas,picker,midday,2021-07-04,1.244
emp_01536,store_041,Grace Brooks,picker,morning,2024-03-24,0.698
emp_01537,store_004,Aarav Kim,picker,evening,2023-11-08,0.918
emp_01538,store_047,Sofia Martinez,picker,evening,2024-10-18,1.359
emp_01539,store_035,Aarav Singh,stager,midday,2024-12-09,0.816
emp_01540,store_035,Grace Smith,stager,evening,2025-08-14,1.124
emp_01541,store_034,Daniel Shah,stager,evening,2022-04-06,1.168
emp_01542,store_012,Carlos Martinez,picker,midday,2021-04-15,1.046
emp_01543,store_028,Layla Shah,picker,morning,2024-01-10,1.203
emp_01544,store_050,Jalen Gupta,dispenser,midday,2022-08-25,1.371
emp_01545,store_017,Ethan Gupta,picker,evening,2023-11-22,0.984
emp_01546,store_003,Sofia Baker,dispenser,midday,2021-01-13,0.793
emp_01547,store_040,Liam Young,picker,evening,2022-01-17,0.977
emp_01548,store_026,Ben Kim,picker,midday,2022-02-09,1.073
emp_01549,store_006,Sofia Anderson,picker,morning,2025-04-25,1.132
emp_01550,store_043,Sarah Jones,picker,midday,2022-09-05,0.902
emp_01551,store_024,Ben Lee,picker,evening,2023-06-19,1.121
emp_01552,store_011,Priya Anderson,picker,midday,2024-12-23,1.266
emp_01553,store_013,Olivia Smith,picker,midday,2021-03-06,0.981
emp_01554,store_011,Sarah Shah,stager,midday,2021-09-01,1.084
emp_01555,store_027,Carlos Harris,picker,midday,2023-10-25,0.758
emp_01556,store_047,Mia Carter,dispenser,morning,2021-08-09,1.007
emp_01557,store_002,Grace Baker,picker,evening,2025-08-27,0.985
emp_01558,store_022,Aarav Kim,picker,midday,2022-08-16,1.022
emp_01559,store_019,Chloe Smith,picker,evening,2022-01-18,1.008
emp_01560,store_016,Bianca Wilson,picker,midday,2024-12-06,0.88
emp_01561,store_016,Ben Singh,stager,evening,2023-10-26,0.836
emp_01562,store_040,Chloe Diaz,picker,morning,2021-09-28,1.078
emp_01563,store_026,Priya Anderson,picker,evening,2022-02-13,1.367
emp_01564,store_006,Mia Kim,dispenser,evening,2022-09-20,0.978
emp_01565,store_045,Sarah Baker,stager,evening,2023-05-25,1.017
emp_01566,store_042,Bianca Garcia,picker,midday,2022-07-29,1.144
emp_01567,store_023,Deja Baker,stager,morning,2021-04-17,1.006
emp_01568,store_043,Ethan Gupta,stager,midday,2022-07-28,1.34
emp_01569,store_039,Maya Harris,picker,midday,2021-08-17,1.155
emp_01570,store_007,Carlos Harris,stager,midday,2025-02-27,1.357
emp_01571,store_024,Grace Robinson,stager,midday,2022-03-07,0.815
emp_01572,store_038,Ben Carter,picker,evening,2025-03-01,0.884
emp_01573,store_039,Elena Davis,picker,evening,2023-07-02,0.698
emp_01574,store_007,Layla Gupta,picker,evening,2023-08-30,0.817
emp_01575,store_049,Elena Kim,picker,evening,2024-12-28,0.991
emp_01576,store_017,Liam Young,dispenser,midday,2023-07-08,0.953
emp_01577,store_041,Olivia Martinez,stager,evening,2025-06-08,1.051
emp_01578,store_002,Isaiah Singh,picker,morning,2022-08-17,0.968
emp_01579,store_003,Elena Smith,dispenser,midday,2023-10-11,1.398
emp_01580,store_044,Taylor Brooks,picker,morning,2023-06-16,1.16
emp_01581,store_049,Isaiah Davis,picker,morning,2021-01-08,0.853
emp_01582,store_011,Aarav Young,stager,evening,2023-07-22,0.939
emp_01583,store_033,Fatima Gupta,stager,evening,2022-07-04,0.866
emp_01584,store_036,Fatima Baker,picker,evening,2022-05-03,0.979
emp_01585,store_019,Carlos Garcia,picker,morning,2024-08-08,1.198
emp_01586,store_016,Ethan Miller,dispenser,morning,2021-01-03,1.266
emp_01587,store_042,Anika Singh,picker,evening,2022-06-25,0.879
emp_01588,store_047,Jalen Harris,picker,morning,2024-07-05,0.906
emp_01589,store_001,Deja Garcia,dispenser,morning,2024-01-06,1.08
emp_01590,store_043,Ben Smith,dispenser,evening,2024-11-10,1.407
emp_01591,store_025,Ethan Williams,dispenser,midday,2022-03-28,0.99
emp_01592,store_021,Noah Carter,picker,midday,2022-04-20,1.224
emp_01593,store_047,Anika Lopez,stager,morning,2023-07-30,0.766
emp_01594,store_012,Deja Davis,dispenser,evening,2023-10-02,1.253
emp_01595,store_047,Deja Williams,picker,midday,2024-11-08,0.972
emp_01596,store_039,Chloe Brooks,picker,midday,2022-05-18,1.135
emp_01597,store_030,Zoe Carter,dispenser,evening,2025-03-17,1.072
emp_01598,store_001,Mia Jones,stager,morning,2021-08-14,0.986
emp_01599,store_001,Grace Thomas,stager,morning,2022-07-03,0.971
emp_01600,store_010,Aarav Walker,dispenser,morning,2025-06-10,0.962
emp_01601,store_007,Anika Davis,picker,morning,2023-09-11,1.13
emp_01602,store_049,Ravi Williams,stager,morning,2022-09-22,0.715
emp_01603,store_022,Isaiah Robinson,picker,evening,2021-09-10,1.008
emp_01604,store_002,Ben Miller,dispenser,midday,2021-07-30,1.2
emp_01605,store_033,Fatima Anderson,dispenser,morning,2023-05-25,0.993
emp_01606,store_025,Jalen Diaz,picker,evening,2023-02-27,1.004
emp_01607,store_044,Daniel Brown,dispenser,morning,2021-07-28,1.035
emp_01608,store_019,Layla Brown,picker,midday,2021-06-23,0.93
emp_01609,store_003,Deja Shah,stager,midday,2021-11-04,1.086
emp_01610,store_043,Jalen Johnson,stager,morning,2022-07-10,1.177
emp_01611,store_032,Andre Walker,stager,morning,2021-11-01,1.266
emp_01612,store_050,Kai Carter,stager,midday,2023-07-04,0.881
emp_01613,store_047,Bianca Nguyen,dispenser,midday,2025-01-28,1.291
emp_01614,store_018,Kai Carter,picker,morning,2025-04-21,0.956
emp_01615,store_025,Olivia Patel,picker,evening,2022-11-14,0.817
emp_01616,store_009,Grace Jones,dispenser,midday,2024-01-31,1.007
emp_01617,store_032,Fatima Jones,picker,morning,2024-04-04,0.802
emp_01618,store_046,Fatima Singh,picker,morning,2022-04-27,1.009
emp_01619,store_024,Sarah Carter,picker,morning,2021-05-03,1.03
emp_01620,store_023,Carlos Gupta,picker,midday,2021-10-23,0.999
emp_01621,store_036,Fatima Baker,dispenser,evening,2021-10-10,1.102
emp_01622,store_008,Chloe Jones,dispenser,evening,2021-02-23,0.938
emp_01623,store_045,Andre Lopez,dispenser,evening,2021-11-20,0.828
emp_01624,store_002,Chloe Brooks,picker,morning,2021-06-07,1.18
emp_01625,store_001,Deja Lopez,stager,evening,2021-10-14,1.036
emp_01626,store_048,Jordan Lopez,picker,midday,2025-01-19,0.916
emp_01627,store_022,Bianca Carter,picker,morning,2024-08-08,0.984
emp_01628,store_003,Deja Martinez,stager,morning,2021-01-23,0.979
emp_01629,store_026,Hannah Nguyen,dispenser,evening,2022-09-19,0.861
emp_01630,store_046,Daniel Garcia,picker,morning,2023-12-05,0.704
emp_01631,store_025,Amara Diaz,dispenser,midday,2022-01-12,1.078
emp_01632,store_048,Andre Williams,dispenser,evening,2023-08-18,1.078
emp_01633,store_031,Daniel Baker,picker,midday,2024-08-17,0.812
emp_01634,store_028,Ben Brown,picker,morning,2023-01-13,0.767
emp_01635,store_039,Daniel Miller,dispenser,morning,2021-05-14,0.939
emp_01636,store_014,Jordan Davis,stager,evening,2022-02-18,1.102
emp_01637,store_041,Alex Nguyen,dispenser,midday,2021-04-04,1.004
